N,P,K,Temperature,Humidity,pH,Rainfall,Crop,Mixed_Crops,Organic_Fertilizer,Biopesticide,Agroforestry_Tree
118,74,104,18.0,50.9,5.6,438.3,chickpea,Wheat+Gram,Green Manure,Neem + Soap,Casuarina
19,118,126,26.7,75.8,8.5,1846.0,coffee,Coffee+Banana,Panchagavya,Panchagavya Extract,Drumstick
45,69,42,29.5,71.7,5.9,1669.5,maize,Maize+Beans,Panchagavya,Panchagavya Extract,Casuarina
98,90,165,23.8,68.8,7.3,278.5,chickpea,Wheat+Gram,Neem Cake,Garlic-Chili Extract,Acacia
94,22,98,17.8,64.3,6.9,339.2,mothbeans,Mothbean+Castor,Green Manure,Pseudomonas,Sesbania
29,116,34,32.3,72.8,6.6,1632.4,pigeonpeas,Pigeon Pea+Millet,Green Manure,Pseudomonas,Casuarina
11,80,32,23.7,42.3,4.9,270.8,mango,Mango+Turmeric,Farmyard Manure,Neem Oil,Subabul
16,38,36,31.8,59.7,6.3,853.7,rice,Rice+Sesbania,Vermicompost,Garlic-Chili Extract,Subabul
80,62,70,26.7,66.6,7.7,1279.3,coconut,Coconut+Pineapple,Jeevamrutha,Neem + Soap,Leucaena
135,90,192,31.4,51.4,7.6,1847.2,jute,Jute+Rice,Forest Leaf Compost,Panchagavya Extract,Acacia
118,53,40,16.3,40.3,7.0,1928.1,grapes,Grapes+Legumes,Panchagavya,Beauveria Bassiana,Neem
20,77,57,38.9,76.6,4.6,667.6,mango,Mango+Turmeric,Farmyard Manure,Pseudomonas,Acacia
44,24,123,32.0,62.2,6.6,783.5,papaya,Papaya+Drumstick,Panchagavya,Beauveria Bassiana,Leucaena
59,51,147,35.5,73.1,7.6,386.4,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Pseudomonas,Casuarina
72,65,30,39.9,39.5,7.4,1391.1,grapes,Grapes+Legumes,Forest Leaf Compost,Pseudomonas,Drumstick
118,107,94,37.2,80.0,8.1,1498.1,rice,Rice+Sesbania,Panchagavya,Neem + Soap,Leucaena
105,22,60,24.5,39.2,8.3,1303.7,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Pseudomonas,Subabul
125,99,48,23.5,72.9,5.6,211.2,lentil,Lentil+Mustard,Vermicompost,Bt Spray,Gliricidia
106,47,140,24.8,39.7,5.0,1567.1,jute,Jute+Rice,Panchagavya,Neem + Soap,Gliricidia
55,16,55,36.3,80.8,6.4,441.5,lentil,Lentil+Mustard,Panchagavya,Garlic-Chili Extract,Acacia
121,5,22,20.0,83.2,6.6,1535.5,jute,Jute+Rice,Jeevamrutha,Garlic-Chili Extract,Acacia
138,77,80,36.2,34.6,7.9,954.3,lentil,Lentil+Mustard,Forest Leaf Compost,Neem Oil,Casuarina
37,33,51,31.5,45.8,5.5,688.4,apple,Apple+Medicinal Plants,Neem Cake,Neem + Soap,Leucaena
27,36,169,37.5,87.2,8.5,345.6,cotton,Cotton+Turmeric,Jeevamrutha,Neem Oil,Neem
74,46,103,16.3,39.0,4.7,1520.8,banana,Banana+Coffee,Vermicompost,Panchagavya Extract,Leucaena
53,11,80,24.3,59.6,6.5,1131.5,mungbean,Mungbean+Sorghum,Vermicompost,Trichoderma,Drumstick
43,17,49,34.9,51.4,8.5,1353.6,jute,Jute+Rice,Neem Cake,Beauveria Bassiana,Subabul
97,21,91,22.3,85.6,7.8,1687.6,mungbean,Mungbean+Sorghum,Farmyard Manure,Trichoderma,Drumstick
88,39,63,23.9,60.5,7.9,795.9,cotton,Cotton+Turmeric,Forest Leaf Compost,Bt Spray,Subabul
76,78,37,16.3,58.7,5.1,1353.8,orange,Orange+Spices,Vermicompost,Pseudomonas,Neem
59,65,145,20.6,73.1,7.9,721.0,pigeonpeas,Pigeon Pea+Millet,Forest Leaf Compost,Garlic-Chili Extract,Leucaena
14,96,146,23.5,87.8,8.2,1620.6,lentil,Lentil+Mustard,Panchagavya,Bt Spray,Subabul
44,114,199,28.4,82.8,8.2,886.9,papaya,Papaya+Drumstick,Neem Cake,Bt Spray,Casuarina
104,58,108,24.8,55.7,5.5,1378.7,cotton,Cotton+Turmeric,Neem Cake,Pseudomonas,Acacia
62,20,26,25.9,37.3,8.2,540.3,pigeonpeas,Pigeon Pea+Millet,Green Manure,Neem + Soap,Gliricidia
139,42,60,29.5,68.7,6.4,1838.8,chickpea,Wheat+Gram,Bio-slurry,Garlic-Chili Extract,Acacia
138,112,114,38.7,51.5,8.0,1405.2,apple,Apple+Medicinal Plants,Vermicompost,Pseudomonas,Gliricidia
15,43,79,32.4,59.3,6.2,1643.4,maize,Maize+Beans,Vermicompost,Garlic-Chili Extract,Drumstick
111,87,42,21.4,60.7,6.4,1073.4,orange,Orange+Spices,Farmyard Manure,Beauveria Bassiana,Leucaena
113,10,101,21.5,33.5,4.6,1638.8,coconut,Coconut+Pineapple,Vermicompost,Pseudomonas,Acacia
95,61,106,34.2,72.0,4.6,1097.8,pomegranate,Pomegranate+Marigold,Bio-slurry,Beauveria Bassiana,Subabul
57,58,177,18.9,50.7,8.4,1345.3,apple,Apple+Medicinal Plants,Forest Leaf Compost,Trichoderma,Sesbania
33,49,48,34.3,47.4,6.1,1356.5,pigeonpeas,Pigeon Pea+Millet,Farmyard Manure,Trichoderma,Subabul
106,50,72,22.6,40.0,5.8,1918.8,muskmelon,Muskmelon+Beans,Jeevamrutha,Pseudomonas,Gliricidia
24,20,40,37.7,80.0,5.9,974.3,pomegranate,Pomegranate+Marigold,Panchagavya,Neem Oil,Acacia
12,23,61,28.8,38.8,4.8,1223.1,cotton,Cotton+Turmeric,Panchagavya,Garlic-Chili Extract,Casuarina
63,91,49,35.2,77.3,7.7,890.6,banana,Banana+Coffee,Farmyard Manure,Trichoderma,Neem
130,56,122,21.6,76.9,5.0,1219.8,banana,Banana+Coffee,Farmyard Manure,Neem Oil,Casuarina
20,94,123,38.5,46.6,5.0,1808.5,mango,Mango+Turmeric,Forest Leaf Compost,Neem + Soap,Acacia
94,79,73,39.3,54.7,5.6,1112.8,blackgram,Blackgram+Maize,Jeevamrutha,Garlic-Chili Extract,Subabul
88,90,123,21.6,46.9,7.3,1880.6,jute,Jute+Rice,Bio-slurry,Bt Spray,Gliricidia
120,9,85,23.1,32.0,5.5,1372.2,mango,Mango+Turmeric,Jeevamrutha,Neem Oil,Casuarina
22,8,59,29.2,34.0,6.9,699.3,apple,Apple+Medicinal Plants,Neem Cake,Beauveria Bassiana,Subabul
101,40,172,16.9,79.7,6.4,1082.5,jute,Jute+Rice,Farmyard Manure,Beauveria Bassiana,Subabul
102,89,180,26.4,67.6,5.6,1393.7,rice,Rice+Sesbania,Farmyard Manure,Bt Spray,Sesbania
60,80,12,17.4,80.8,7.0,1884.6,grapes,Grapes+Legumes,Forest Leaf Compost,Garlic-Chili Extract,Acacia
104,105,141,26.3,76.2,5.7,1376.1,mungbean,Mungbean+Sorghum,Jeevamrutha,Pseudomonas,Neem
94,100,91,23.4,74.0,6.0,1995.8,coconut,Coconut+Pineapple,Neem Cake,Neem Oil,Neem
42,90,88,26.9,57.2,7.1,861.0,banana,Banana+Coffee,Farmyard Manure,Pseudomonas,Acacia
21,116,142,21.5,49.5,6.1,807.0,coffee,Coffee+Banana,Jeevamrutha,Garlic-Chili Extract,Sesbania
47,66,159,33.8,57.5,6.7,827.7,mango,Mango+Turmeric,Vermicompost,Trichoderma,Gliricidia
128,106,193,22.4,78.4,6.8,1100.0,coffee,Coffee+Banana,Neem Cake,Bt Spray,Drumstick
132,67,49,36.4,89.2,5.3,441.3,maize,Maize+Beans,Vermicompost,Beauveria Bassiana,Leucaena
20,48,43,33.1,60.9,6.2,605.6,pomegranate,Pomegranate+Marigold,Green Manure,Panchagavya Extract,Subabul
15,10,160,32.9,62.6,4.5,278.7,lentil,Lentil+Mustard,Vermicompost,Pseudomonas,Subabul
130,74,157,29.0,44.0,7.0,532.6,pomegranate,Pomegranate+Marigold,Farmyard Manure,Neem Oil,Acacia
20,42,139,16.3,34.9,6.1,1903.9,mungbean,Mungbean+Sorghum,Green Manure,Panchagavya Extract,Casuarina
12,46,47,25.0,59.1,6.7,1402.9,coffee,Coffee+Banana,Green Manure,Neem + Soap,Neem
76,87,166,35.7,33.6,7.2,483.4,lentil,Lentil+Mustard,Panchagavya,Trichoderma,Acacia
43,10,64,17.7,35.4,5.3,410.1,grapes,Grapes+Legumes,Vermicompost,Neem Oil,Subabul
37,84,148,32.0,71.1,5.3,288.7,papaya,Papaya+Drumstick,Panchagavya,Pseudomonas,Acacia
76,14,197,33.3,54.3,8.1,831.9,apple,Apple+Medicinal Plants,Neem Cake,Neem Oil,Gliricidia
94,51,110,38.8,51.7,8.5,989.9,kidneybeans,Beans+Maize,Jeevamrutha,Neem + Soap,Drumstick
78,60,174,16.3,89.6,6.0,1975.9,coconut,Coconut+Pineapple,Green Manure,Beauveria Bassiana,Drumstick
41,119,18,27.3,44.3,8.4,1109.9,papaya,Papaya+Drumstick,Jeevamrutha,Pseudomonas,Acacia
129,11,149,21.6,79.4,5.1,1495.2,pomegranate,Pomegranate+Marigold,Green Manure,Bt Spray,Sesbania
61,27,26,29.7,80.3,7.5,817.5,rice,Rice+Sesbania,Green Manure,Beauveria Bassiana,Gliricidia
32,39,5,21.3,67.8,5.2,1663.7,pomegranate,Pomegranate+Marigold,Neem Cake,Pseudomonas,Sesbania
123,38,134,24.6,30.5,4.5,1927.9,kidneybeans,Beans+Maize,Bio-slurry,Panchagavya Extract,Neem
76,115,155,19.3,85.4,8.2,215.0,rice,Rice+Sesbania,Farmyard Manure,Trichoderma,Leucaena
54,116,52,23.1,30.6,7.9,291.2,cotton,Cotton+Turmeric,Jeevamrutha,Bt Spray,Drumstick
24,105,92,27.0,46.1,8.3,1873.2,muskmelon,Muskmelon+Beans,Bio-slurry,Beauveria Bassiana,Casuarina
70,106,44,37.1,33.5,7.0,1098.5,coconut,Coconut+Pineapple,Farmyard Manure,Trichoderma,Drumstick
136,88,25,19.6,30.8,7.7,1615.9,coconut,Coconut+Pineapple,Jeevamrutha,Beauveria Bassiana,Gliricidia
109,89,193,27.8,82.7,7.2,463.9,apple,Apple+Medicinal Plants,Bio-slurry,Beauveria Bassiana,Sesbania
43,24,146,23.5,82.1,7.0,506.5,mothbeans,Mothbean+Castor,Forest Leaf Compost,Bt Spray,Acacia
59,8,146,38.4,34.4,7.1,1132.6,pomegranate,Pomegranate+Marigold,Jeevamrutha,Trichoderma,Leucaena
121,33,195,18.2,86.3,4.9,439.6,pigeonpeas,Pigeon Pea+Millet,Jeevamrutha,Beauveria Bassiana,Neem
67,53,116,27.7,40.5,8.3,1374.9,coconut,Coconut+Pineapple,Panchagavya,Garlic-Chili Extract,Acacia
104,82,14,25.5,80.5,4.6,1686.9,rice,Rice+Sesbania,Jeevamrutha,Panchagavya Extract,Acacia
124,12,49,23.2,75.0,7.6,255.6,grapes,Grapes+Legumes,Farmyard Manure,Bt Spray,Neem
39,14,6,35.4,62.9,5.2,533.3,kidneybeans,Beans+Maize,Forest Leaf Compost,Garlic-Chili Extract,Drumstick
136,16,12,16.3,70.5,6.2,1538.8,orange,Orange+Spices,Bio-slurry,Garlic-Chili Extract,Gliricidia
66,70,80,19.6,43.4,4.7,1607.5,grapes,Grapes+Legumes,Vermicompost,Beauveria Bassiana,Leucaena
47,13,182,36.3,41.7,5.8,1002.4,orange,Orange+Spices,Jeevamrutha,Beauveria Bassiana,Sesbania
37,32,177,29.5,81.9,5.9,1586.2,maize,Maize+Beans,Forest Leaf Compost,Garlic-Chili Extract,Acacia
123,36,148,39.9,31.4,8.2,267.2,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Pseudomonas,Leucaena
133,52,68,35.2,54.4,6.5,1505.2,pomegranate,Pomegranate+Marigold,Jeevamrutha,Neem Oil,Sesbania
66,65,133,36.2,67.4,7.9,311.9,lentil,Lentil+Mustard,Forest Leaf Compost,Pseudomonas,Subabul
66,22,70,23.7,36.6,7.9,537.9,mungbean,Mungbean+Sorghum,Green Manure,Bt Spray,Casuarina
46,64,44,18.4,32.7,7.0,1624.5,grapes,Grapes+Legumes,Vermicompost,Garlic-Chili Extract,Drumstick
101,29,132,36.7,42.3,8.4,803.6,rice,Rice+Sesbania,Panchagavya,Neem + Soap,Acacia
82,25,146,20.8,61.0,5.9,1333.6,coconut,Coconut+Pineapple,Green Manure,Panchagavya Extract,Neem
71,73,40,31.8,35.8,7.6,1600.1,pigeonpeas,Pigeon Pea+Millet,Neem Cake,Neem + Soap,Drumstick
121,50,161,20.6,64.9,8.3,516.7,apple,Apple+Medicinal Plants,Neem Cake,Bt Spray,Drumstick
20,98,182,17.3,55.2,5.3,1369.9,rice,Rice+Sesbania,Bio-slurry,Garlic-Chili Extract,Subabul
48,20,36,36.0,65.9,8.4,1646.0,coconut,Coconut+Pineapple,Farmyard Manure,Neem + Soap,Subabul
22,34,152,19.7,54.5,8.5,247.8,coffee,Coffee+Banana,Farmyard Manure,Trichoderma,Leucaena
79,9,195,17.9,56.4,7.0,1804.4,mango,Mango+Turmeric,Forest Leaf Compost,Neem Oil,Neem
80,41,52,28.8,79.4,4.6,377.0,papaya,Papaya+Drumstick,Bio-slurry,Pseudomonas,Gliricidia
25,50,5,24.3,48.5,4.8,782.4,watermelon,Watermelon+Maize,Panchagavya,Panchagavya Extract,Acacia
29,77,100,27.7,50.8,6.5,1768.7,maize,Maize+Beans,Jeevamrutha,Panchagavya Extract,Casuarina
21,105,85,38.4,51.3,6.2,971.2,pomegranate,Pomegranate+Marigold,Neem Cake,Garlic-Chili Extract,Subabul
62,57,116,36.5,49.2,5.0,1221.9,kidneybeans,Beans+Maize,Forest Leaf Compost,Pseudomonas,Gliricidia
104,78,84,19.1,54.1,6.9,1823.6,orange,Orange+Spices,Bio-slurry,Neem Oil,Acacia
108,90,137,30.9,46.4,7.4,297.6,muskmelon,Muskmelon+Beans,Jeevamrutha,Bt Spray,Acacia
124,16,7,16.7,64.5,5.2,1568.8,kidneybeans,Beans+Maize,Bio-slurry,Neem + Soap,Subabul
94,28,97,21.4,83.0,7.7,1195.5,lentil,Lentil+Mustard,Forest Leaf Compost,Neem Oil,Drumstick
18,71,134,23.7,42.3,4.7,1944.8,coconut,Coconut+Pineapple,Green Manure,Neem + Soap,Casuarina
73,38,86,37.8,50.7,6.9,935.3,kidneybeans,Beans+Maize,Forest Leaf Compost,Garlic-Chili Extract,Subabul
101,5,165,28.9,62.5,5.2,431.0,apple,Apple+Medicinal Plants,Forest Leaf Compost,Neem + Soap,Drumstick
109,46,13,16.7,81.2,6.7,1226.3,cotton,Cotton+Turmeric,Forest Leaf Compost,Neem Oil,Neem
50,51,51,38.6,88.1,4.6,372.3,coconut,Coconut+Pineapple,Farmyard Manure,Neem Oil,Sesbania
28,27,95,27.2,80.2,7.7,277.9,orange,Orange+Spices,Jeevamrutha,Neem + Soap,Acacia
31,23,48,19.1,78.1,5.6,1669.4,papaya,Papaya+Drumstick,Vermicompost,Neem + Soap,Subabul
115,103,100,33.2,80.4,6.9,1222.2,maize,Maize+Beans,Neem Cake,Neem + Soap,Subabul
101,33,90,25.5,83.1,5.4,500.5,mothbeans,Mothbean+Castor,Bio-slurry,Pseudomonas,Acacia
48,50,28,17.0,40.5,4.5,282.5,blackgram,Blackgram+Maize,Neem Cake,Trichoderma,Gliricidia
116,16,150,20.7,60.6,5.5,1646.1,apple,Apple+Medicinal Plants,Farmyard Manure,Bt Spray,Casuarina
66,10,58,17.6,48.4,6.6,1426.9,pigeonpeas,Pigeon Pea+Millet,Green Manure,Garlic-Chili Extract,Sesbania
74,30,14,37.5,31.9,8.5,493.6,banana,Banana+Coffee,Forest Leaf Compost,Neem + Soap,Gliricidia
58,113,174,31.8,41.0,5.3,671.1,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Bt Spray,Neem
75,90,179,37.4,57.7,6.8,550.5,cotton,Cotton+Turmeric,Panchagavya,Pseudomonas,Leucaena
90,35,75,34.1,40.7,8.3,565.8,jute,Jute+Rice,Forest Leaf Compost,Trichoderma,Acacia
14,103,107,30.4,36.1,7.4,1071.2,coconut,Coconut+Pineapple,Jeevamrutha,Panchagavya Extract,Neem
39,73,55,32.1,44.8,7.7,332.2,mango,Mango+Turmeric,Green Manure,Bt Spray,Casuarina
128,59,174,21.4,59.4,6.3,655.6,maize,Maize+Beans,Farmyard Manure,Beauveria Bassiana,Casuarina
71,104,70,29.1,85.8,7.0,1326.1,rice,Rice+Sesbania,Farmyard Manure,Trichoderma,Neem
32,102,80,29.9,59.1,6.0,964.9,watermelon,Watermelon+Maize,Vermicompost,Garlic-Chili Extract,Casuarina
49,34,181,24.2,60.5,6.2,1839.4,blackgram,Blackgram+Maize,Vermicompost,Neem Oil,Acacia
18,104,92,17.7,56.6,6.0,1568.1,banana,Banana+Coffee,Jeevamrutha,Pseudomonas,Subabul
129,89,90,34.6,49.3,7.2,1624.6,pigeonpeas,Pigeon Pea+Millet,Forest Leaf Compost,Bt Spray,Subabul
62,95,46,29.6,78.3,6.3,1164.1,muskmelon,Muskmelon+Beans,Neem Cake,Neem + Soap,Casuarina
105,46,43,18.3,54.9,5.5,566.4,blackgram,Blackgram+Maize,Farmyard Manure,Neem + Soap,Leucaena
25,72,119,22.7,70.6,5.4,1932.6,pigeonpeas,Pigeon Pea+Millet,Green Manure,Panchagavya Extract,Drumstick
124,7,32,31.2,45.2,6.9,1163.5,watermelon,Watermelon+Maize,Forest Leaf Compost,Trichoderma,Gliricidia
29,14,27,28.8,55.1,7.0,625.3,mango,Mango+Turmeric,Green Manure,Bt Spray,Leucaena
11,96,22,32.2,55.5,7.7,1342.8,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Bt Spray,Subabul
17,34,193,28.4,36.0,6.7,356.1,papaya,Papaya+Drumstick,Vermicompost,Beauveria Bassiana,Drumstick
123,78,162,22.7,82.2,7.6,1619.0,rice,Rice+Sesbania,Neem Cake,Neem Oil,Casuarina
60,87,88,26.8,55.6,6.1,1520.7,cotton,Cotton+Turmeric,Neem Cake,Trichoderma,Neem
100,51,132,37.2,79.4,6.7,1991.7,coconut,Coconut+Pineapple,Forest Leaf Compost,Neem + Soap,Leucaena
15,18,103,29.9,84.0,8.3,1371.8,mothbeans,Mothbean+Castor,Neem Cake,Pseudomonas,Casuarina
118,96,177,37.9,71.1,4.7,227.9,kidneybeans,Beans+Maize,Vermicompost,Pseudomonas,Gliricidia
48,102,193,17.0,48.3,6.9,1050.3,cotton,Cotton+Turmeric,Jeevamrutha,Neem Oil,Acacia
56,60,62,20.1,81.8,8.2,648.5,mothbeans,Mothbean+Castor,Farmyard Manure,Trichoderma,Acacia
34,62,145,18.5,74.7,4.9,1407.8,jute,Jute+Rice,Jeevamrutha,Garlic-Chili Extract,Neem
106,93,19,21.2,82.5,7.0,1915.7,coconut,Coconut+Pineapple,Panchagavya,Pseudomonas,Leucaena
108,72,7,19.9,48.0,7.2,530.5,mungbean,Mungbean+Sorghum,Green Manure,Bt Spray,Subabul
78,76,63,30.7,86.0,5.1,1625.8,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Neem + Soap,Casuarina
99,42,89,38.9,67.4,6.8,1527.7,muskmelon,Muskmelon+Beans,Jeevamrutha,Bt Spray,Leucaena
94,9,191,34.4,42.5,7.1,1414.9,watermelon,Watermelon+Maize,Jeevamrutha,Neem Oil,Subabul
61,46,102,17.0,51.6,7.7,1535.8,mango,Mango+Turmeric,Farmyard Manure,Panchagavya Extract,Sesbania
37,74,77,25.6,31.5,5.1,1645.4,coconut,Coconut+Pineapple,Jeevamrutha,Garlic-Chili Extract,Sesbania
122,58,167,33.0,77.7,5.3,1382.8,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Pseudomonas,Neem
128,83,166,30.1,80.5,4.9,934.3,mothbeans,Mothbean+Castor,Vermicompost,Panchagavya Extract,Casuarina
76,108,113,22.9,31.7,4.5,1745.5,grapes,Grapes+Legumes,Jeevamrutha,Trichoderma,Drumstick
132,66,188,34.7,38.2,8.1,705.4,banana,Banana+Coffee,Panchagavya,Trichoderma,Leucaena
106,40,47,30.7,39.7,5.6,1551.7,mothbeans,Mothbean+Castor,Green Manure,Neem Oil,Sesbania
137,24,30,35.5,74.6,5.2,482.4,muskmelon,Muskmelon+Beans,Farmyard Manure,Neem Oil,Leucaena
85,90,57,16.1,53.9,4.7,984.9,maize,Maize+Beans,Green Manure,Neem Oil,Sesbania
19,48,168,38.0,67.4,8.3,1294.9,kidneybeans,Beans+Maize,Vermicompost,Garlic-Chili Extract,Leucaena
43,13,85,18.8,82.5,6.9,854.2,coconut,Coconut+Pineapple,Panchagavya,Trichoderma,Sesbania
65,102,129,19.4,89.1,8.2,1041.8,mango,Mango+Turmeric,Vermicompost,Bt Spray,Gliricidia
28,53,19,23.3,49.4,5.1,1421.4,muskmelon,Muskmelon+Beans,Vermicompost,Beauveria Bassiana,Neem
103,61,164,27.0,30.2,5.7,1612.8,chickpea,Wheat+Gram,Jeevamrutha,Panchagavya Extract,Casuarina
114,51,92,34.2,67.5,7.0,1864.8,jute,Jute+Rice,Neem Cake,Trichoderma,Sesbania
79,7,63,35.4,41.7,6.3,547.9,mungbean,Mungbean+Sorghum,Panchagavya,Neem + Soap,Neem
138,62,42,23.3,50.9,5.2,1815.7,coconut,Coconut+Pineapple,Forest Leaf Compost,Garlic-Chili Extract,Casuarina
128,19,90,26.1,56.9,8.0,1571.3,watermelon,Watermelon+Maize,Panchagavya,Garlic-Chili Extract,Subabul
14,47,195,34.3,69.4,5.8,351.7,pigeonpeas,Pigeon Pea+Millet,Neem Cake,Neem Oil,Leucaena
124,66,115,28.4,47.2,7.2,1970.0,muskmelon,Muskmelon+Beans,Neem Cake,Garlic-Chili Extract,Gliricidia
87,102,141,31.6,35.4,6.7,655.4,coconut,Coconut+Pineapple,Green Manure,Beauveria Bassiana,Leucaena
33,102,143,23.5,55.8,5.4,201.9,banana,Banana+Coffee,Forest Leaf Compost,Pseudomonas,Leucaena
39,67,151,19.4,76.4,4.8,1699.1,coffee,Coffee+Banana,Neem Cake,Beauveria Bassiana,Subabul
128,20,103,33.6,38.2,4.7,1521.8,chickpea,Wheat+Gram,Panchagavya,Panchagavya Extract,Neem
107,12,55,19.4,41.2,4.9,1308.8,orange,Orange+Spices,Neem Cake,Garlic-Chili Extract,Neem
65,50,20,27.6,88.2,8.1,1339.7,kidneybeans,Beans+Maize,Green Manure,Neem Oil,Sesbania
107,44,160,27.9,32.5,8.1,1119.9,mungbean,Mungbean+Sorghum,Vermicompost,Neem Oil,Neem
134,10,186,26.7,40.2,4.9,337.1,chickpea,Wheat+Gram,Farmyard Manure,Pseudomonas,Gliricidia
74,112,83,25.4,72.7,7.7,1262.5,banana,Banana+Coffee,Panchagavya,Garlic-Chili Extract,Subabul
64,95,85,19.9,41.0,5.6,597.5,muskmelon,Muskmelon+Beans,Bio-slurry,Garlic-Chili Extract,Sesbania
84,73,100,21.3,76.4,6.1,485.6,jute,Jute+Rice,Neem Cake,Pseudomonas,Leucaena
76,48,102,18.1,58.8,5.6,459.4,rice,Rice+Sesbania,Vermicompost,Pseudomonas,Sesbania
34,101,191,31.7,30.7,6.0,239.3,orange,Orange+Spices,Vermicompost,Panchagavya Extract,Drumstick
61,81,77,30.4,55.4,4.8,927.1,watermelon,Watermelon+Maize,Green Manure,Pseudomonas,Leucaena
124,74,146,33.7,49.3,5.5,1796.5,chickpea,Wheat+Gram,Panchagavya,Beauveria Bassiana,Neem
42,49,117,16.4,39.2,8.2,413.3,kidneybeans,Beans+Maize,Jeevamrutha,Bt Spray,Leucaena
117,15,63,28.7,46.8,6.1,1438.8,watermelon,Watermelon+Maize,Vermicompost,Garlic-Chili Extract,Subabul
59,62,132,15.9,47.3,5.0,1637.6,watermelon,Watermelon+Maize,Forest Leaf Compost,Garlic-Chili Extract,Subabul
69,81,139,21.9,77.4,6.3,1624.3,orange,Orange+Spices,Farmyard Manure,Bt Spray,Gliricidia
98,62,52,31.9,82.2,7.5,1981.3,mango,Mango+Turmeric,Panchagavya,Garlic-Chili Extract,Neem
131,85,102,38.9,65.3,6.3,1914.6,pomegranate,Pomegranate+Marigold,Vermicompost,Garlic-Chili Extract,Subabul
50,43,48,26.2,62.5,4.8,1650.7,mungbean,Mungbean+Sorghum,Neem Cake,Neem Oil,Subabul
94,119,43,27.6,31.3,7.6,1071.4,cotton,Cotton+Turmeric,Forest Leaf Compost,Neem + Soap,Casuarina
43,8,198,33.1,74.6,6.7,1551.8,watermelon,Watermelon+Maize,Jeevamrutha,Bt Spray,Drumstick
49,110,176,37.7,75.8,4.7,1904.4,cotton,Cotton+Turmeric,Panchagavya,Panchagavya Extract,Sesbania
81,22,5,36.1,40.5,8.0,871.1,orange,Orange+Spices,Jeevamrutha,Trichoderma,Gliricidia
13,68,72,33.2,89.7,7.6,539.7,apple,Apple+Medicinal Plants,Panchagavya,Trichoderma,Casuarina
131,111,57,20.4,30.9,4.9,1820.4,mothbeans,Mothbean+Castor,Green Manure,Neem Oil,Subabul
90,56,120,28.0,48.1,6.5,786.9,mothbeans,Mothbean+Castor,Bio-slurry,Pseudomonas,Subabul
21,73,35,30.3,63.8,7.9,1178.4,orange,Orange+Spices,Vermicompost,Beauveria Bassiana,Acacia
35,62,169,32.4,84.3,7.6,1003.6,maize,Maize+Beans,Bio-slurry,Garlic-Chili Extract,Sesbania
89,17,53,31.5,40.9,5.2,844.1,apple,Apple+Medicinal Plants,Jeevamrutha,Beauveria Bassiana,Acacia
96,6,103,32.3,50.8,7.9,1435.4,mothbeans,Mothbean+Castor,Bio-slurry,Neem + Soap,Acacia
70,14,124,36.8,89.2,7.6,1954.1,chickpea,Wheat+Gram,Neem Cake,Pseudomonas,Leucaena
60,20,36,24.0,56.8,7.9,1750.4,papaya,Papaya+Drumstick,Neem Cake,Pseudomonas,Subabul
21,17,86,22.9,46.0,7.5,1383.6,pomegranate,Pomegranate+Marigold,Bio-slurry,Bt Spray,Acacia
88,72,74,29.6,32.0,5.7,606.4,mango,Mango+Turmeric,Farmyard Manure,Neem + Soap,Drumstick
25,90,121,37.3,75.5,5.8,1252.1,jute,Jute+Rice,Green Manure,Garlic-Chili Extract,Acacia
59,66,29,15.6,32.6,6.3,935.0,papaya,Papaya+Drumstick,Forest Leaf Compost,Bt Spray,Subabul
47,114,84,23.6,36.6,6.9,1548.2,watermelon,Watermelon+Maize,Bio-slurry,Trichoderma,Casuarina
59,18,174,37.7,44.4,5.5,273.5,lentil,Lentil+Mustard,Bio-slurry,Beauveria Bassiana,Leucaena
93,82,54,23.4,39.4,8.1,1786.1,cotton,Cotton+Turmeric,Forest Leaf Compost,Trichoderma,Leucaena
77,108,89,36.8,58.6,5.0,359.5,coffee,Coffee+Banana,Vermicompost,Garlic-Chili Extract,Casuarina
78,95,43,22.2,63.7,7.5,1147.7,pigeonpeas,Pigeon Pea+Millet,Jeevamrutha,Panchagavya Extract,Casuarina
35,103,171,31.8,37.5,5.0,1399.8,coffee,Coffee+Banana,Vermicompost,Garlic-Chili Extract,Subabul
133,35,87,25.1,75.6,4.9,1364.3,maize,Maize+Beans,Neem Cake,Pseudomonas,Leucaena
13,108,151,32.0,73.4,4.9,556.2,pigeonpeas,Pigeon Pea+Millet,Green Manure,Neem + Soap,Sesbania
56,63,135,19.8,76.4,7.7,1926.0,muskmelon,Muskmelon+Beans,Panchagavya,Pseudomonas,Acacia
55,27,153,30.2,75.4,6.8,599.9,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Pseudomonas,Subabul
118,68,36,17.2,86.8,6.4,1379.0,mango,Mango+Turmeric,Panchagavya,Neem Oil,Acacia
19,90,127,32.2,82.6,7.9,982.1,chickpea,Wheat+Gram,Panchagavya,Neem + Soap,Acacia
